epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
109,5849.01,0.21443,0.19647,0.80246,0.9741,0.96783,0.98268,0.95315,0.19762,0.19865,0.81204,0.000536119,0.000536119,0.000536119
110,5901.1,0.21874,0.20705,0.8043,0.97085,0.97754,0.98516,0.9587,0.20422,0.19596,0.81298,0.00053337,0.00053337,0.00053337
111,5953.11,0.2236,0.21572,0.8009,0.97645,0.97299,0.98801,0.95939,0.20694,0.19133,0.81382,0.000530621,0.000530621,0.000530621
112,6005.15,0.2179,0.20623,0.80066,0.97042,0.97345,0.98574,0.95643,0.19756,0.19676,0.81383,0.000527872,0.000527872,0.000527872
113,6057.06,0.21029,0.1953,0.79774,0.97575,0.98511,0.9864,0.95851,0.20046,0.18392,0.81079,0.000525123,0.000525123,0.000525123
114,6108.84,0.2139,0.1983,0.79884,0.97578,0.98098,0.98465,0.95907,0.19722,0.18232,0.81293,0.000522374,0.000522374,0.000522374
115,6160.61,0.21351,0.20132,0.8,0.97,0.97377,0.98304,0.95645,0.18966,0.19606,0.80927,0.000519625,0.000519625,0.000519625
116,6212.4,0.20604,0.19201,0.79536,0.97426,0.97768,0.98678,0.96174,0.19675,0.18448,0.81088,0.000516877,0.000516877,0.000516877
117,6264.31,0.20894,0.19859,0.79362,0.97064,0.97521,0.98534,0.95965,0.1992,0.19214,0.81171,0.000514128,0.000514128,0.000514128
118,6316.1,0.21485,0.20841,0.80129,0.97911,0.97816,0.98751,0.95866,0.20712,0.18644,0.81481,0.000511379,0.000511379,0.000511379
119,6368.07,0.21095,0.19667,0.79813,0.97581,0.98019,0.98634,0.95924,0.19928,0.18676,0.81343,0.00050863,0.00050863,0.00050863
120,6419.97,0.21239,0.19603,0.79477,0.97759,0.97466,0.98465,0.95722,0.20211,0.19251,0.81304,0.000505881,0.000505881,0.000505881
121,6472.13,0.21111,0.19773,0.80159,0.97798,0.97597,0.98531,0.96052,0.19569,0.18137,0.81114,0.000503132,0.000503132,0.000503132
122,6524.05,0.21851,0.20218,0.79645,0.97901,0.97474,0.98739,0.96137,0.19551,0.17839,0.80996,0.000500383,0.000500383,0.000500383
123,6575.98,0.21296,0.19629,0.79894,0.97694,0.97129,0.98427,0.95678,0.19839,0.19198,0.81367,0.000497634,0.000497634,0.000497634
124,6627.91,0.20658,0.19404,0.8017,0.97067,0.97737,0.98082,0.95486,0.19389,0.19838,0.81162,0.000494885,0.000494885,0.000494885
125,6679.96,0.20658,0.19852,0.79884,0.97328,0.9733,0.98877,0.9619,0.19764,0.19207,0.8132,0.000492136,0.000492136,0.000492136
126,6733.25,0.21174,0.19729,0.80138,0.97627,0.98032,0.98443,0.95786,0.19714,0.18751,0.81206,0.000489387,0.000489387,0.000489387
127,6785.03,0.21149,0.19729,0.79859,0.97573,0.9777,0.98465,0.96077,0.1971,0.18414,0.81066,0.000486639,0.000486639,0.000486639
128,6836.91,0.20384,0.18617,0.79433,0.98218,0.97372,0.9834,0.95766,0.19398,0.17971,0.81008,0.00048389,0.00048389,0.00048389
129,6888.78,0.2081,0.19293,0.8009,0.97926,0.97189,0.9831,0.95572,0.19355,0.18045,0.8117,0.000481141,0.000481141,0.000481141
130,6940.75,0.20929,0.1964,0.80299,0.9759,0.97632,0.98708,0.96144,0.19528,0.18272,0.81146,0.000478392,0.000478392,0.000478392
131,6992.78,0.20632,0.19247,0.79809,0.97698,0.9747,0.98324,0.957,0.18964,0.19427,0.80993,0.000475643,0.000475643,0.000475643
132,7044.74,0.20727,0.19556,0.80271,0.97928,0.9805,0.98544,0.96098,0.18677,0.17744,0.80836,0.000472894,0.000472894,0.000472894
