epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,4741.34,0.17258,0.15693,0.78464,0.97805,0.98348,0.98722,0.9629,0.19229,0.18961,0.76447,7.98014e-05,7.98014e-05,7.98014e-05
139,4776.3,0.16519,0.15941,0.78473,0.97566,0.97906,0.98644,0.96016,0.19118,0.19837,0.76433,7.43036e-05,7.43036e-05,7.43036e-05
140,4810.74,0.16517,0.15546,0.7888,0.97848,0.97984,0.9884,0.96437,0.19089,0.19146,0.76346,6.88058e-05,6.88058e-05,6.88058e-05
141,4855.95,0.16151,0.14496,0.7879,0.9704,0.97619,0.98594,0.95933,0.19539,0.20371,0.76496,6.3308e-05,6.3308e-05,6.3308e-05
142,4890.24,0.14855,0.13522,0.77824,0.97614,0.97428,0.98757,0.95975,0.19671,0.20025,0.76503,5.78102e-05,5.78102e-05,5.78102e-05
143,4924.4,0.15306,0.14116,0.78411,0.97541,0.97308,0.98655,0.95923,0.1962,0.20291,0.76558,5.23124e-05,5.23124e-05,5.23124e-05
144,4958.35,0.14476,0.133,0.78374,0.97508,0.97518,0.98697,0.96045,0.19656,0.20425,0.76482,4.68146e-05,4.68146e-05,4.68146e-05
145,4992.33,0.14575,0.13496,0.78512,0.9783,0.97767,0.9882,0.96018,0.19571,0.1973,0.7652,4.13168e-05,4.13168e-05,4.13168e-05
146,5026.61,0.14673,0.13579,0.78018,0.9751,0.97923,0.98784,0.96219,0.19418,0.19824,0.76443,3.5819e-05,3.5819e-05,3.5819e-05
147,5060.76,0.14621,0.13395,0.78446,0.97466,0.97777,0.98646,0.95987,0.19387,0.20113,0.76424,3.03212e-05,3.03212e-05,3.03212e-05
148,5094.9,0.14336,0.12887,0.78503,0.97395,0.97684,0.98642,0.95981,0.19187,0.20046,0.76447,2.48234e-05,2.48234e-05,2.48234e-05
149,5129.1,0.14578,0.13591,0.7835,0.97503,0.97839,0.9876,0.96135,0.19277,0.19535,0.76396,1.93256e-05,1.93256e-05,1.93256e-05
150,5163.28,0.14306,0.13125,0.78116,0.97468,0.97729,0.98741,0.96168,0.1915,0.19664,0.76368,1.38278e-05,1.38278e-05,1.38278e-05
